usage_date,account_id,service,region,usage_type,usage_amount,unblended_cost,tag_team,tag_env,tag_project
2025-01-24,333333333333,AmazonCloudWatch,eu-west-3,DataProcessing-Bytes,472.34,87.8869,,dev,
2025-01-24,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.large,36.85,0.3312,,,
2025-01-24,444444444444,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,211.44,6.1768,,,
2025-01-24,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,469.42,20.0996,,sandbox,
2025-01-24,444444444444,AmazonS3,eu-west-1,Requests-Tier1,322.31,0.0002,frontend,sandbox,checkout
2025-01-24,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,480.27,6.3959,platform,,
2025-01-24,444444444444,AmazonCloudWatch,eu-west-3,DataProcessing-Bytes,284.13,7.3868,,sandbox,
2025-01-24,444444444444,AmazonCloudWatch,eu-west-3,LogStorage,491.14,1.511,,,customer-portal
2025-01-25,111111111111,AmazonEC2,eu-west-3,BoxUsage:t3.large,238.6,19.1338,data,prod,internal-tools
2025-01-25,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,24.71,7.401,platform,prod,analytics
2025-01-25,111111111111,AmazonS3,eu-west-1,TimedStorage-ByteHrs,443.84,0.0126,platform,prod,
2025-01-25,111111111111,AmazonS3,eu-west-3,Requests-Tier1,195.67,0.0011,platform,prod,analytics
2025-01-25,111111111111,AmazonVPC,us-east-1,PublicIPv4:InUseAddress,399.5,1.8416,data,prod,
2025-01-25,111111111111,AmazonVPC,us-east-1,DataTransfer-Regional-Bytes,154.15,1.3369,data,prod,
2025-01-25,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.medium,39.7,0.9119,data,staging,
2025-01-25,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,454.4,19.3122,payments,staging,
2025-01-25,222222222222,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,423.19,49.0656,data,staging,checkout
2025-01-25,222222222222,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,28.65,4.5744,frontend,staging,internal-tools
2025-01-25,222222222222,AmazonS3,eu-west-1,TimedStorage-ByteHrs,309.91,0.0036,payments,,checkout
2025-01-25,222222222222,AmazonS3,eu-west-1,Requests-Tier1,164.86,0.0005,data,staging,
2025-01-25,222222222222,AmazonEBS,eu-west-3,VolumeUsage.gp3,374.05,13.8439,payments,staging,
2025-01-25,222222222222,AmazonEBS,eu-west-3,VolumeUsage.gp2,107.2,4.9556,frontend,staging,checkout
2025-01-25,222222222222,AmazonEBS,eu-west-3,SnapshotUsage,334.39,7.2408,payments,staging,customer-portal
2025-01-25,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,359.85,5.68,data,dev,
2025-01-25,333333333333,AmazonEC2,us-east-1,BoxUsage:t3.large,163.23,4.6093,,dev,internal-tools
2025-01-25,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,162.58,12.9292,data,dev,growth
2025-01-25,333333333333,AmazonRDS,us-east-1,InstanceUsage:db.t3.medium,189.13,2.8426,payments,dev,checkout
2025-01-25,333333333333,AmazonRDS,eu-west-1,RDS:StorageUsage,61.05,0.0428,payments,,customer-portal
2025-01-25,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,328.29,0.8504,,,
2025-01-25,444444444444,AmazonEC2,us-east-1,BoxUsage:t3.large,418.79,3.4475,,,
2025-01-25,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,297.06,3.0615,,sandbox,
2025-01-26,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,496.27,24.8658,payments,prod,analytics
2025-01-26,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,31.87,2.6665,frontend,prod,customer-portal
2025-01-26,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,459.4,95.3013,frontend,prod,customer-portal
2025-01-26,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,146.78,54.7433,payments,prod,internal-tools
2025-01-26,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,97.19,7.811,platform,prod,growth
2025-01-26,111111111111,AmazonCloudWatch,eu-west-3,DataProcessing-Bytes,385.89,191.1273,platform,prod,
2025-01-26,111111111111,AmazonCloudWatch,eu-west-1,LogStorage,337.79,11.3567,platform,prod,growth
2025-01-26,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,446.57,6.9776,data,staging,analytics
2025-01-26,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,315.78,12.5658,payments,staging,
2025-01-26,222222222222,AmazonEC2,us-east-1,BoxUsage:m5.xlarge,341.18,42.7457,platform,staging,
2025-01-26,222222222222,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,462.14,78.964,,staging,checkout
2025-01-26,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,117.69,4.9507,platform,staging,checkout
2025-01-26,222222222222,AmazonEBS,eu-west-1,VolumeUsage.gp3,80.1,2.303,frontend,staging,analytics
2025-01-26,222222222222,AmazonEBS,eu-west-3,SnapshotUsage,202.63,6.2707,platform,staging,customer-portal
2025-01-26,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.large,302.66,5.3438,platform,,customer-portal
2025-01-26,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,379.68,17.6116,,dev,customer-portal
2025-01-26,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,142.33,14.7775,,dev,analytics
2025-01-26,333333333333,AmazonS3,eu-west-1,TimedStorage-ByteHrs,351.61,0.0042,frontend,dev,
2025-01-26,333333333333,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,347.75,10.0824,frontend,dev,internal-tools
2025-01-26,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,97.77,1.3471,data,,
2025-01-26,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,307.91,16.1154,,dev,growth
2025-01-26,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,188.87,0.6525,frontend,,
2025-01-26,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,221.52,1.9628,platform,,
2025-01-26,444444444444,AmazonEC2,us-east-1,BoxUsage:m5.xlarge,250.88,3.2157,,,
2025-01-26,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,201.1,10.2682,payments,,
2025-01-26,444444444444,AmazonS3,eu-west-3,TimedStorage-ByteHrs,334.89,0.0004,frontend,sandbox,
2025-01-26,444444444444,AmazonS3,eu-west-3,Requests-Tier1,88.93,0.0001,,,
2025-01-26,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,362.89,2.1753,,,
2025-01-26,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,185.33,2.3063,,,checkout
2025-01-26,444444444444,AmazonRDS,us-east-1,RDS:StorageUsage,319.21,0.0773,,sandbox,
2025-01-27,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,164.46,6.2934,frontend,prod,
2025-01-27,111111111111,AmazonEC2,us-east-1,BoxUsage:m5.xlarge,206.89,48.0344,payments,prod,
2025-01-27,111111111111,AmazonS3,eu-west-3,TimedStorage-ByteHrs,436.23,0.014,,prod,analytics
2025-01-27,111111111111,AmazonS3,eu-west-1,Requests-Tier1,405.7,0.0026,frontend,prod,checkout
2025-01-27,111111111111,AmazonVPC,eu-west-3,PublicIPv4:InUseAddress,358.85,2.1406,payments,prod,analytics
2025-01-27,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,129.24,5.4972,payments,,checkout
2025-01-27,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,449.78,11.0948,frontend,staging,
2025-01-27,222222222222,AmazonRDS,eu-west-3,RDS:StorageUsage,194.74,0.2664,frontend,staging,
2025-01-27,222222222222,AmazonEBS,eu-west-1,VolumeUsage.gp3,372.88,19.2385,payments,staging,
2025-01-27,222222222222,AmazonEBS,eu-west-1,VolumeUsage.gp2,40.32,2.3288,frontend,staging,customer-portal
2025-01-27,222222222222,AmazonEBS,eu-west-1,SnapshotUsage,203.7,5.0891,platform,staging,customer-portal
2025-01-27,222222222222,AmazonEKS,eu-west-3,AmazonEKS-Hours-Cluster,354.45,17.0153,payments,staging,growth
2025-01-27,333333333333,AmazonEC2,eu-west-3,BoxUsage:t3.medium,194.59,2.9933,,,
2025-01-27,333333333333,AmazonEC2,us-east-1,BoxUsage:t3.large,97.72,2.3141,,dev,analytics
2025-01-27,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,201.77,9.0576,,dev,growth
2025-01-27,333333333333,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,294.39,41.1907,data,dev,customer-portal
2025-01-27,333333333333,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,429.51,52.7347,platform,,
2025-01-27,333333333333,AmazonCloudWatch,us-east-1,LogStorage,98.02,0.7379,data,,internal-tools
2025-01-27,333333333333,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,302.12,0.389,,,internal-tools
2025-01-27,333333333333,AmazonVPC,eu-west-1,NatGateway-Hours,68.8,0.6675,platform,dev,
2025-01-27,333333333333,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,300.51,0.9981,frontend,dev,analytics
2025-01-27,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.medium,19.68,0.0877,frontend,,
2025-01-27,444444444444,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,483.18,11.3096,platform,,analytics
2025-01-27,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,88.99,3.6668,payments,sandbox,
2025-01-27,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,473.65,9.1908,frontend,,
2025-01-27,444444444444,AmazonVPC,eu-west-1,NatGateway-Hours,156.86,1.1128,,,
2025-01-27,444444444444,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,328.39,0.214,,,
2025-01-28,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,192.35,9.1696,platform,prod,internal-tools
2025-01-28,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,270.42,50.9043,data,prod,analytics
2025-01-28,111111111111,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,144.09,56.0381,platform,prod,checkout
2025-01-28,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,353.22,63.899,payments,prod,internal-tools
2025-01-28,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.medium,359.48,6.8123,data,staging,
2025-01-28,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.large,356.33,15.4618,frontend,staging,internal-tools
2025-01-28,222222222222,AmazonS3,eu-west-1,TimedStorage-ByteHrs,159.77,0.0031,payments,staging,checkout
2025-01-28,222222222222,AmazonS3,eu-west-3,Requests-Tier1,281.54,0.0011,frontend,,customer-portal
2025-01-28,222222222222,AmazonS3,us-east-1,DataTransfer-Out-Bytes,445.16,27.5397,,staging,
2025-01-28,333333333333,AmazonEC2,eu-west-3,BoxUsage:t3.medium,482.68,7.752,platform,dev,
2025-01-28,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,192.91,9.6123,,,checkout
2025-01-28,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,11.09,1.1783,,,
2025-01-28,333333333333,AmazonS3,eu-west-3,TimedStorage-ByteHrs,249.25,0.0022,data,dev,
2025-01-28,333333333333,AmazonS3,eu-west-1,Requests-Tier1,59.66,0.0001,platform,,checkout
2025-01-28,333333333333,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,203.73,6.1275,platform,dev,
2025-01-28,333333333333,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,12.85,0.3566,payments,dev,internal-tools
2025-01-28,333333333333,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,336.44,26.5408,data,dev,
2025-01-28,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,62.86,0.1175,,sandbox,
2025-01-28,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,245.29,1.3299,,sandbox,
2025-01-28,444444444444,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,139.13,3.4216,frontend,,
2025-01-28,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,496.35,19.4055,platform,,
2025-01-28,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,34.97,0.199,,,
2025-01-28,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,141.93,1.7815,,,customer-portal
2025-01-28,444444444444,AmazonRDS,eu-west-3,RDS:StorageUsage,113.87,0.0296,,,
2025-01-28,444444444444,AmazonEBS,eu-west-1,VolumeUsage.gp3,432.37,3.1526,,,
2025-01-28,444444444444,AmazonEBS,eu-west-1,VolumeUsage.gp2,198.18,2.3429,payments,,
2025-01-28,444444444444,AmazonEBS,eu-west-1,SnapshotUsage,471.49,2.4285,,sandbox,customer-portal
2025-01-28,444444444444,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,439.77,34.6026,,,
2025-01-28,444444444444,AmazonCloudWatch,eu-west-1,LogStorage,466.35,1.1359,,sandbox,
2025-01-28,444444444444,AmazonVPC,eu-west-3,NatGateway-Hours,252.56,1.1798,payments,,
2025-01-28,444444444444,AmazonVPC,eu-west-3,DataTransfer-Regional-Bytes,111.39,0.0577,,,
2025-01-29,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,68.36,5.6048,data,prod,
2025-01-29,111111111111,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,324.78,68.6575,payments,prod,
2025-01-29,111111111111,AmazonEC2,us-east-1,BoxUsage:c5.2xlarge,443.15,125.5561,data,prod,checkout
2025-01-29,111111111111,AmazonS3,us-east-1,Requests-Tier1,273.32,0.0021,payments,prod,
2025-01-29,111111111111,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,410.26,43.5164,frontend,prod,internal-tools
2025-01-29,111111111111,AWSLambda,eu-west-1,Lambda-GB-Second,432.55,0.007,platform,prod,
2025-01-29,111111111111,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,232.96,113.5628,platform,prod,growth
2025-01-29,111111111111,AmazonCloudWatch,eu-west-1,LogStorage,16.64,0.6054,platform,prod,
2025-01-29,222222222222,AmazonEC2,eu-west-3,BoxUsage:t3.large,427.83,12.7012,frontend,staging,internal-tools
2025-01-29,222222222222,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,317.47,29.2458,payments,staging,internal-tools
2025-01-29,222222222222,AmazonS3,eu-west-1,TimedStorage-ByteHrs,331.13,0.0052,frontend,staging,checkout
2025-01-29,222222222222,AmazonS3,us-east-1,DataTransfer-Out-Bytes,148.09,6.9024,,,checkout
2025-01-29,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,342.92,10.699,data,staging,checkout
2025-01-29,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,140.05,15.5867,,,customer-portal
2025-01-29,222222222222,AmazonRDS,eu-west-3,RDS:StorageUsage,394.92,0.3723,,staging,checkout
2025-01-29,222222222222,AWSLambda,eu-west-1,Lambda-Request,245.83,0.0,data,,customer-portal
2025-01-29,333333333333,AmazonEC2,eu-west-3,BoxUsage:t3.medium,268.2,4.458,,dev,checkout
2025-01-29,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,75.46,3.7462,,,customer-portal
2025-01-29,333333333333,AmazonEC2,us-east-1,BoxUsage:c5.2xlarge,486.19,56.73,platform,dev,customer-portal
2025-01-29,333333333333,AmazonS3,eu-west-3,Requests-Tier1,334.75,0.0005,platform,dev,checkout
2025-01-29,333333333333,AmazonS3,eu-west-3,DataTransfer-Out-Bytes,214.08,8.9789,,dev,
2025-01-29,333333333333,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,324.8,45.3009,platform,,
2025-01-29,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,486.83,2.4642,,,
2025-01-29,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.large,284.05,3.5724,,,
2025-01-29,444444444444,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,326.86,3.677,,,analytics
2025-01-29,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,42.01,1.7277,data,sandbox,
2025-01-29,444444444444,AmazonS3,eu-west-1,TimedStorage-ByteHrs,493.38,0.0012,,sandbox,
2025-01-29,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,201.41,1.7655,,,growth
2025-01-29,444444444444,AWSLambda,eu-west-1,Lambda-GB-Second,297.32,0.0006,,sandbox,
2025-01-29,444444444444,AWSLambda,eu-west-1,Lambda-Request,343.92,0.0,,sandbox,
2025-01-30,111111111111,AmazonEC2,eu-west-3,BoxUsage:t3.medium,46.75,1.9731,frontend,prod,analytics
2025-01-30,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,163.72,50.2168,data,prod,checkout
2025-01-30,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,439.56,25.976,,prod,
2025-01-30,111111111111,AmazonRDS,us-east-1,InstanceUsage:db.m5.large,459.4,71.6103,data,prod,growth
2025-01-30,111111111111,AmazonEBS,eu-west-3,VolumeUsage.gp2,352.88,30.5966,payments,prod,
2025-01-30,111111111111,AmazonEBS,us-east-1,SnapshotUsage,337.88,16.4293,frontend,prod,
2025-01-30,111111111111,AmazonEKS,eu-west-1,AmazonEKS-Hours-Cluster,498.25,53.7834,frontend,prod,growth
2025-01-30,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,25.35,0.5223,data,,customer-portal
2025-01-30,222222222222,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,321.49,37.7016,frontend,staging,
2025-01-30,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,55.3,2.0442,data,staging,internal-tools
2025-01-30,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,483.14,46.909,frontend,staging,growth
2025-01-30,222222222222,AmazonEBS,eu-west-3,VolumeUsage.gp3,369.83,18.2769,payments,staging,customer-portal
2025-01-30,222222222222,AmazonEBS,eu-west-3,VolumeUsage.gp2,340.23,16.7667,,staging,internal-tools
2025-01-30,222222222222,AmazonEBS,eu-west-1,SnapshotUsage,375.4,8.8577,platform,staging,
2025-01-30,333333333333,AmazonEC2,us-east-1,BoxUsage:t3.large,352.67,9.5061,frontend,,
2025-01-30,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,219.91,18.267,frontend,,
2025-01-30,333333333333,AmazonEBS,eu-west-3,VolumeUsage.gp3,53.92,1.0286,payments,,growth
2025-01-30,333333333333,AmazonEBS,eu-west-1,VolumeUsage.gp2,25.99,0.6492,,dev,checkout
2025-01-30,333333333333,AmazonEBS,eu-west-1,SnapshotUsage,484.13,8.9437,frontend,dev,
2025-01-30,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,455.44,1.6359,,,
2025-01-30,444444444444,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,220.71,4.2794,,,
2025-01-30,444444444444,AmazonS3,eu-west-1,Requests-Tier1,87.64,0.0,,,
2025-01-30,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,280.92,4.3524,payments,sandbox,
2025-01-30,444444444444,AmazonRDS,us-east-1,InstanceUsage:db.t3.medium,290.18,1.1336,,,
2025-01-30,444444444444,AmazonRDS,eu-west-1,RDS:StorageUsage,130.17,0.0427,,,
2025-01-30,444444444444,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,62.47,2.8297,payments,,
2025-01-30,444444444444,AmazonCloudWatch,eu-west-1,LogStorage,46.05,0.1674,,,
2025-01-30,444444444444,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,287.97,0.1295,,,
2025-01-30,444444444444,AmazonVPC,eu-west-1,NatGateway-Hours,134.71,0.3928,,,
2025-01-30,444444444444,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,170.49,0.1339,,,
2025-01-31,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,205.97,14.4379,,prod,growth
2025-01-31,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,320.02,4.7647,,staging,internal-tools
2025-01-31,222222222222,AmazonEC2,us-east-1,BoxUsage:m5.xlarge,182.6,12.4114,data,staging,customer-portal
2025-01-31,222222222222,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,391.96,52.4619,payments,staging,
2025-01-31,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,268.36,6.9936,payments,staging,internal-tools
2025-01-31,222222222222,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,403.34,41.2256,frontend,staging,growth
2025-01-31,222222222222,AmazonRDS,eu-west-1,RDS:StorageUsage,149.67,0.2079,,staging,internal-tools
2025-01-31,222222222222,AmazonVPC,eu-west-3,PublicIPv4:InUseAddress,213.39,0.4551,data,staging,analytics
2025-01-31,222222222222,AmazonVPC,eu-west-1,NatGateway-Hours,492.14,11.667,payments,,checkout
2025-01-31,222222222222,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,61.52,0.3072,frontend,staging,
2025-01-31,333333333333,AmazonEC2,eu-west-1,BoxUsage:t3.medium,442.83,3.1482,data,dev,
2025-01-31,333333333333,AmazonEC2,eu-west-3,BoxUsage:t3.large,463.18,10.3487,,,
2025-01-31,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,127.86,7.2274,data,,customer-portal
2025-01-31,333333333333,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,429.37,20.66,frontend,dev,
2025-01-31,333333333333,AmazonRDS,eu-west-1,RDS:StorageUsage,176.82,0.163,,dev,
2025-01-31,333333333333,AmazonEBS,us-east-1,VolumeUsage.gp3,198.93,4.8458,,dev,analytics
2025-01-31,333333333333,AmazonEBS,us-east-1,VolumeUsage.gp2,292.85,6.3539,,dev,internal-tools
2025-01-31,333333333333,AmazonEBS,eu-west-3,SnapshotUsage,231.79,3.4345,payments,dev,
2025-01-31,333333333333,AmazonVPC,eu-west-1,PublicIPv4:InUseAddress,327.82,0.5502,data,dev,
2025-01-31,333333333333,AmazonVPC,eu-west-1,NatGateway-Hours,343.77,6.0288,platform,,growth
2025-01-31,333333333333,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,120.97,0.4258,frontend,dev,
2025-01-31,333333333333,AmazonEKS,eu-west-3,AmazonEKS-Hours-Cluster,355.87,7.345,platform,,
2025-01-31,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.medium,343.91,0.8897,frontend,sandbox,
2025-01-31,444444444444,AmazonEC2,us-east-1,BoxUsage:t3.large,441.82,2.7222,,,growth
2025-01-31,444444444444,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,18.52,0.6809,,sandbox,
2025-01-31,444444444444,AmazonS3,eu-west-1,Requests-Tier1,181.88,0.0001,,sandbox,
2025-01-31,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,335.33,6.3734,frontend,,checkout
2025-01-31,444444444444,AmazonRDS,us-east-1,InstanceUsage:db.t3.medium,185.03,0.6887,,,
2025-01-31,444444444444,AmazonRDS,eu-west-1,InstanceUsage:db.m5.large,144.22,2.8291,,,
2025-01-31,444444444444,AmazonRDS,us-east-1,RDS:StorageUsage,201.6,0.0509,data,,
2025-01-31,444444444444,AWSLambda,eu-west-3,Lambda-Request,180.03,0.0,,sandbox,
2025-02-01,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,300.61,11.0185,frontend,prod,checkout
2025-02-01,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.large,430.92,40.3647,,prod,
2025-02-01,111111111111,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,49.55,9.1473,data,prod,internal-tools
2025-02-01,111111111111,AmazonS3,eu-west-1,TimedStorage-ByteHrs,162.26,0.0055,data,prod,customer-portal
2025-02-01,111111111111,AmazonS3,eu-west-1,Requests-Tier1,159.45,0.0013,frontend,prod,internal-tools
2025-02-01,111111111111,AmazonS3,eu-west-3,DataTransfer-Out-Bytes,256.87,30.4649,data,prod,internal-tools
2025-02-01,111111111111,AWSLambda,eu-west-1,Lambda-Request,454.36,0.0001,data,prod,
2025-02-01,111111111111,AmazonEBS,eu-west-3,VolumeUsage.gp2,236.78,24.4753,payments,prod,checkout
2025-02-01,111111111111,AmazonEBS,eu-west-1,SnapshotUsage,245.92,9.9651,payments,prod,growth
2025-02-01,111111111111,AmazonVPC,us-east-1,PublicIPv4:InUseAddress,157.44,0.9234,payments,prod,customer-portal
2025-02-01,111111111111,AmazonVPC,eu-west-3,NatGateway-Hours,69.31,2.639,frontend,prod,internal-tools
2025-02-01,111111111111,AmazonVPC,eu-west-1,DataTransfer-Regional-Bytes,491.52,5.766,data,prod,growth
2025-02-01,111111111111,AmazonEKS,eu-west-1,AmazonEKS-Hours-Cluster,374.85,36.6814,platform,prod,
2025-02-01,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.medium,334.26,5.6657,frontend,staging,checkout
2025-02-01,222222222222,AmazonEC2,eu-west-1,BoxUsage:t3.large,309.8,15.6298,,staging,customer-portal
2025-02-01,222222222222,AmazonEC2,us-east-1,BoxUsage:c5.2xlarge,176.03,34.2286,,staging,growth
2025-02-01,222222222222,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,375.71,32.3499,,staging,internal-tools
2025-02-01,222222222222,AmazonRDS,eu-west-3,RDS:StorageUsage,277.65,0.4151,data,staging,growth
2025-02-01,222222222222,AmazonCloudWatch,eu-west-1,LogStorage,58.95,1.028,,staging,customer-portal
2025-02-01,333333333333,AmazonEC2,eu-west-1,BoxUsage:m5.xlarge,26.92,1.7665,,,customer-portal
2025-02-01,333333333333,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,469.82,44.2399,data,dev,customer-portal
2025-02-01,333333333333,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,302.35,10.9822,,dev,
2025-02-01,444444444444,AmazonEC2,eu-west-3,BoxUsage:t3.medium,242.65,1.0028,,,
2025-02-01,444444444444,AmazonEC2,eu-west-1,BoxUsage:t3.large,250.28,1.2506,,,
2025-02-01,444444444444,AmazonEC2,eu-west-3,BoxUsage:m5.xlarge,191.24,3.6194,,sandbox,
2025-02-01,444444444444,AmazonEC2,eu-west-3,BoxUsage:c5.2xlarge,154.85,5.9977,,,
2025-02-01,444444444444,AmazonS3,eu-west-1,TimedStorage-ByteHrs,422.88,0.0007,,,
2025-02-01,444444444444,AmazonS3,us-east-1,Requests-Tier1,430.46,0.0004,,sandbox,
2025-02-01,444444444444,AmazonS3,eu-west-1,DataTransfer-Out-Bytes,266.19,4.3183,payments,,
2025-02-01,444444444444,AmazonRDS,eu-west-3,InstanceUsage:db.t3.medium,461.72,1.346,,,
2025-02-01,444444444444,AmazonRDS,eu-west-3,InstanceUsage:db.m5.large,333.23,5.1427,platform,sandbox,
2025-02-01,444444444444,AmazonRDS,eu-west-1,RDS:StorageUsage,212.7,0.0244,,,
2025-02-01,444444444444,AmazonEBS,eu-west-1,SnapshotUsage,93.57,0.2391,,sandbox,
2025-02-01,444444444444,AmazonCloudWatch,eu-west-1,DataProcessing-Bytes,262.57,14.2907,,,
2025-02-02,111111111111,AmazonEC2,eu-west-1,BoxUsage:t3.medium,351.91,12.0318,frontend,prod,analytics
2025-02-02,111111111111,AmazonEC2,eu-west-1,BoxUsage:c5.2xlarge,280.95,100.19,platform,prod,internal-tools
2025-02-02,111111111111,AmazonRDS,eu-west-1,InstanceUsage:db.t3.medium,146.2,11.1128,payments,prod,internal-tools
